Url,Title,Keywords,Doi,Entrytype,Id,Year,Volume,Publisher,Month,Journal,Issn,Author,Abstract,Issue,Pages,Pmid,Number,Pubmedid,Article-number,Booktitle,Name,No. of Citations,Initial Letter
,Pathophysiology of Takotsubo Syndrome: JACC State-of-the-Art Review,"Takotsubo stunning,Takotsubo syndrome,catecholamines,inflammation,pathophysiology,stress,β-adrenergic signaling",10.1016/j.jacc.2020.10.060,misc,Lyon2021,2021,77,Elsevier Inc.,2,Journal of the American College of Cardiology,15583597,"Alexander R. Lyon,Rodolfo Citro,Birke Schneider,Olivier Morel,Jelena R. Ghadri,Christian Templin,Elmir Omerovic","Takotsubo syndrome (TTS) has been a recognized clinical entity for 31 years, since its first description in 1990. TTS is now routinely diagnosed in patients who present with acute chest pain, electrocardiographic changes, troponin elevation, unobstructed coronary arteries, and a typical pattern of circumferential left ventricular wall motion abnormalities that usually involve the apical and midventricular myocardium. Increasing understanding of this intriguing syndrome stems from wider recognition, possible increasing frequency, and a rising number of publications focused on the pathophysiology in clinical and laboratory studies. A comprehensive understanding of TTS pathophysiology and evidence-based treatments are lacking, and specific and effective treatments are urgently required. This paper reviews the pathophysiology of this fascinating syndrome; what is known from both clinical and preclinical studies, including review of the evidence for microvascular dysfunction, myocardial beta-adrenergic signaling, inflammation, and electrophysiology; and where focused research needs to fill gaps in understanding TTS.",7,902-921,33602474,47,,,,Pathophysiology of Takotsubo Syndrome: JACC State-of-the-Art Review,,P
,Pathophysiology of Takotsubo syndrome – a joint scientific statement from the Heart Failure Association Takotsubo Syndrome Study Group and Myocardial Function Working Group of the European Society of Cardiology – Part 1: overview and the central role for catecholamines and sympathetic nervous system,"Beta-adrenergic signalling,Catecholamine,Electrophysiology,G-protein coupled receptor kinase,Inflammation,Metabolism,Pathophysiology,Takotsubo syndrome",10.1002/ejhf.2400,article,Omerovic2022,2022,24,John Wiley and Sons Ltd,2,European Journal of Heart Failure,18790844,"Elmir Omerovic,Rodolfo Citro,Eduardo Bossone,Bjorn Redfors,Johannes Backs,Bastian Bruns,Michele Ciccarelli,Liam S. Couch,Dana Dawson,Guido Grassi,Massimo Iacoviello,Guido Parodi,Birke Schneider,Christian Templin,Jelena R. Ghadri,Thomas Thum,Ovidiu Chioncel,C. Gabriele Tocchetti,Jolanda van der Velden,Stephane Heymans,Alexander R. Lyon","This is the first part of a scientific statement from the Heart Failure Association (HFA) of the European Society of Cardiology focused upon the pathophysiology of Takotsubo syndrome and is complimentary to the previous HFA position statement on Takotsubo syndrome which focused upon clinical management. In part 1 we provide an overview of the pathophysiology of Takotsubo syndrome and fundamental questions to consider. We then review and discuss the central role of catecholamines and the sympathetic nervous system in the pathophysiology, and the direct effects of high surges in catecholamines upon myocardial biology including β-adrenergic receptor signalling, G-protein coupled receptor kinases, cardiomyocyte calcium physiology, myofilament physiology, cardiomyocyte gene expression, myocardial electrophysiology and arrhythmogenicity, myocardial inflammation, metabolism and energetics. The integrated effects upon ventricular haemodynamics are discussed and integrated into the pathophysiological model.",2,257-273,34907620,48,,,,Pathophysiology of Takotsubo syndrome – a joint scientific statement from the Heart Failure Association Takotsubo Syndrome Study Group and Myocardial Function Working Group of the European Society of Cardiology – Part 1: overview and the central role for catecholamines and sympathetic nervous system,,P
,Potential Role of Artificial Intelligence in Cardiac Magnetic Resonance Imaging: Can It Help Clinicians in Making a Diagnosis?,"artificial intelligence,cardiac magnetic resonance,cardiovascular imaging,deep learning,machine learning",10.1097/RTI.0000000000000584,misc,Cau2021-13,2021,36,Lippincott Williams and Wilkins,5,Journal of Thoracic Imaging,15360237,"Riccardo Cau,Valeria Cherchi,Giulio Micheletti,Michele Porcu,Lorenzo Mannelli,Pierpaolo Bassareo,Jasjit S. Suri,Luca Saba","In the era of modern medicine, artificial intelligence (AI) is a growing field of interest which is experiencing a steady development. Several applications of AI have been applied to various aspects of cardiac magnetic resonance to assist clinicians and engineers in reducing the costs of exams and, at the same time, to improve image acquisition and reconstruction, thus simplifying their analysis, interpretation, and decision-making process as well. In fact, the role of AI and machine learning in cardiovascular imaging relies on evaluating images more quickly, improving their quality, nulling intraobserver and interobserver variability in their interpretation, upgrading the understanding of the stage of the disease, and providing with a personalized approach to cardiovascular care. In addition, AI algorithm could be directed toward workflow management. This article presents an overview of the existing AI literature in cardiac magnetic resonance, with its strengths and limitations, recent applications, and promising developments. We conclude that AI is very likely be used in all the various process of diagnosis routine mode for cardiac care of patients.",3,142-148,33769416,49,,,,Potential Role of Artificial Intelligence in Cardiac Magnetic Resonance Imaging: Can It Help Clinicians in Making a Diagnosis?,,P
,Prognostic role of cardiovascular magnetic resonance in Takotsubo syndrome: A systematic review,"CMR,Outcome,Prognosis,Takotsubo",10.1016/j.ejrad.2024.111576,misc,Cau2024-1,2024,177,Elsevier Ireland Ltd,8,European Journal of Radiology,18727727,"Riccardo Cau,Anna Palmisano,Jasjit S. Suri,Francesco Pisu,Antonio Esposito,Luca Saba","Background: Takotsubo syndrome (TS) is characterized by transient myocardial dysfunction with outcomes ranging from favorable to life-threatening. Cardiovascular magnetic resonance (CMR) has emerged as an essential tool in its diagnosis and management and is consistently recommended by current guidelines in the diagnostic work-up. However, the prognostic value of CMR in patients with TS remains undetermined. The aim of this study was to assess the prognostic value of CMR in managing patients with TS. Method: PubMed, MEDLINE via Ovid, Scopus, and the Cochrane Library were searched to identify studies reporting the prognostic role of multiparameteric CMR in patients with TS with a follow-up ≥ 12 months. The primary endpoint was major adverse cardiovascular and cerebrovascular events (MACCE), defined as all-cause mortality, cardiac death, heart failure, sudden cardiac death, recurrence of TS, and cerebrovascular events. Results: Five studies with 564 patients were included for reporting correlation of CMR parameters with MACCE. Primary endpoint occurred in 69 (12%) patients. Among the CMR parameters assessed, myocardial strain parameters (including measurements of the left atrium, left and right ventricle), right ventricle involvement, and a CMR-based radiomics model demonstrated correlations with MACCE. Additionally, one study showed the predictive ability of a CMR score. Conclusion: The current systematic review suggests that CMR may offer prognostic insights in TS patients, underscoring its potential clinical utility for integration into clinical practice. However, scarce data are currently available; hence, further research is needed.",,,38897052,50,,,,Prognostic role of cardiovascular magnetic resonance in Takotsubo syndrome: A systematic review,,P
,Prognostic value of texture analysis from cardiac magnetic resonance imaging in patients with Takotsubo syndrome: a machine learning based proof-of-principle approach. Sci Rep. 2020; 10: 20537,,10.1038/s41598-020-76432-4,article,mannilprognostic,2020,10,,,Scientific reports,,"Mannil,M,Kato,K,Manka,R,von Spiczak,J,Peters,B,Cammann,VL,Kaiser,C,Osswald,S,Nguyen,TH,Horowitz,JD,others","Cardiac magnetic resonance (CMR) imaging has become an important technique for non-invasive diagnosis of takotsubo syndrome (TTS). The long-term prognostic value of CMR imaging in TTS has not been fully elucidated yet. This study sought to evaluate the prognostic value of texture analysis (TA) based on CMR images in patients with TTS using machine learning. In this multicenter study (InterTAK Registry), we investigated CMR imaging data of 58 patients (56 women, mean age 68 ± 12 years) with TTS. CMR imaging was performed in the acute to subacute phase (median time after symptom onset 4 days) of TTS. TA of the left ventricle was performed using free-hand regions-of-interest in short axis late gadolinium-enhanced and on T2-weighted (T2w) images. A total of 608 TA features adding the parameters age, gender, and body mass index were included. Dimension reduction was performed removing TA features with poor intra-class correlation coefcients (ICC≤ 0.6) and those being redundant (correlation matrix with Pearson correlation coefcient r> 0.8). Five common machine-learning classifers (artifcial neural network Multilayer Perceptron, decision tree J48, NaïveBayes, RandomForest, and Sequential Minimal Optimization) with tenfold cross-validation were applied to assess 5-year outcome including major adverse cardiac and cerebrovascular events (MACCE). Dimension reduction yielded 10 TA features carrying prognostic information, which were all based on T2w images. The NaïveBayes machine learning classifer showed overall best performance with a sensitivity of 82.9% (confdence interval (CI) 80–86.2), specifcity of 83.7% (CI 75.7–92), and an area-under-the receiver operating characteristics curve of 0.88 (CI 0.83–0.92). This proof-of-principle study is the frst to identify unique T2w-derived TA features that predict long-term outcome in patients with TTS. These features might serve as imaging prognostic biomarkers in TTS patients.",,,,51,,,,Prognostic value of texture analysis from cardiac magnetic resonance imaging in patients with Takotsubo syndrome: a machine learning based proof-of-principle approach. Sci Rep. 2020; 10: 20537,,P
,Random Forests,"classification,ensemble,regression",,techreport,Breiman2001,2001,45,,,,,Leo Breiman,"Random forests are a combination of tree predictors such that each tree depends on the values of a random vector sampled independently and with the same distribution for all trees in the forest. The generalization error for forests converges a.s. to a limit as the number of trees in the forest becomes large. The generalization error of a forest of tree classifiers depends on the strength of the individual trees in the forest and the correlation between them. Using a random selection of features to split each node yields error rates that compare favorably to Adaboost (Y. Freund & R. Schapire, Machine Learning: Proceedings of the Thirteenth International conference, * * * , 148-156), but are more robust with respect to noise. Internal estimates monitor error, strength, and correlation and these are used to show the response to increasing the number of features used in the splitting. Internal estimates are also used to measure variable importance. These ideas are also applicable to regression.",,5-32,,52,,,,Random Forests,,R
https://www.sciencedirect.com/science/article/pii/S0957417419303355,Real-time and multimodal brain slice-to-volume registration using CNN,"Brain slice-to-volume registration, Convolutional neural network, System, Multimodal, Real-time",https://doi.org/10.1016/j.eswa.2019.05.016,article,CHEN201986,2019,133,,,Expert Systems with Applications,0957-4174,"Zixuan Chen,Zekai Xu,Weiwei Yi,Xin Yang,Wenguang Hou,Mingyue Ding,Oleg Granichin","Brain slice-to-volume registration is an essential problem in numerous clinical applications; it is aimed at determining the rigid transformation parameters for locating intraoperative 2D slices in the preoperative 3D volume. This task has several challenges: (1) it has to be carried out in real-time; (2) it should not require manual intervention; (3) it requires multimodal operation; (4) it should not require landmark; and (5) it should not require initialization. However, available methods are incapable of overcoming these obstacles simultaneously. In this study, a discrete strategy is introduced, and the slice-to-volume registration is transformed into a global multilabel classification problem. An automatic system using a convolutional neural network (CNN) is applied to implement multilabel classification. The network is trained by slices extracted from the volume and applied in a multibranch manner. Moreover, silhouettes are utilized to unify the multimodal images into the same metric. Centralization and spindle transformation are applied to reduce the dimension of the parameter space, resulting in fewer training samples and less computational complexity. This system exhibits the advantages of not requiring initialization, landmark, or manual intervention; moreover, it can satisfy the real-time and multimodal requirements simultaneously. Experiments on five datasets demonstrate that our system can achieve highly accurate registration and strong robustness; moreover, it is observed to be superior to the state-of-the-art methods by an average of approximately 4.5 mm in terms of the mean target registration error.",,86-96,,53,,,,Real-time and multimodal brain slice-to-volume registration using CNN,,R
,Recent highlights on Takotsubo syndrome,,10.1016/j.ijcard.2024.132638,misc,Pelliccia2025,2025,418,Elsevier Ireland Ltd,1,International Journal of Cardiology,18741754,"Francesco Pelliccia,Emanuela Montalto,Paolo G. Camici",,,,,54,,,,Recent highlights on Takotsubo syndrome,,R
https://academic.oup.com/jrsssb/article/67/2/301/7109482,Regularization and variable selection via the elastic net,"Grouping effect,LARS algorithm,Lasso,Penalization,Variable selection,p n problem",,techreport,Zou2005,2005,67,,,J. R. Statist. Soc. B,,"Hui Zou,Trevor Hastie","We propose the elastic net, a new regularization and variable selection method. Real world data and a simulation study show that the elastic net often outperforms the lasso, while enjoying a similar sparsity of representation. In addition, the elastic net encourages a grouping effect, where strongly correlated predictors tend to be in or out of the model together. The elastic net is particularly useful when the number of predictors (p) is much bigger than the number of observations (n). By contrast, the lasso is not a very satisfactory variable selection method in the p n case. An algorithm called LARS-EN is proposed for computing elastic net regularization paths efficiently, much like algorithm LARS does for the lasso.",2,301-320,,55,,,,Regularization and variable selection via the elastic net,,R
https://arxiv.org/pdf/1911.10477,Reinventing 2D Convolutions for 3D Images,,,article,Reinventing2DConvolutionsfor3DImages2021,2021,,,,,,"Jiancheng Yang,Xiaoyang Huang,Yi He,Jingwei Xu,Canqian Yang,Guozheng Xu,Bingbing Ni","There have been considerable debates over 2D and 3D representation learning on 3D medical images. 2D approaches could benefit from large-scale 2D pretraining, whereas they are generally weak in capturing large 3D contexts. 3D approaches are natively strong in 3D contexts, however few publicly available 3D medical dataset is large and diverse enough for universal 3D pretraining. Even for hybrid (2D + 3D) approaches, the intrinsic disadvantages within the 2D / 3D parts still exist. In this study, we bridge the gap between 2D and 3D convolutions by reinventing the 2D convolutions. We propose ACS (axial-coronal-sagittal) convolutions to perform natively 3D representation learning, while utilizing the pretrained weights on 2D datasets. In ACS convolutions, 2D convolution kernels are split by channel into three parts, and convoluted separately on the three views (axial, coronal and sagittal) of 3D representations. Theoretically, ANY 2D CNN (ResNet, DenseNet, or DeepLab) is able to be converted into a 3D ACS CNN, with pretrained weight of a same parameter size. Extensive experiments on several medical benchmarks (including classification, segmentation and detection tasks) validate the consistent superiority of the pretrained ACS CNNs, over the 2D / 3D CNN counterparts with / without pretraining. Even without pretraining, the ACS convolution can be used as a plug-and-play replacement of standard 3D convolution, with smaller model size and less computation.",,,,56,,,,Reinventing 2D Convolutions for 3D Images,,R
,Revolutionizing Cardiology through Artificial Intelligence—Big Data from Proactive Prevention to Precise Diagnostics and Cutting-Edge Treatment—A Comprehensive Review of the Past 5 Years,"arithmology,artificial intelligence,cardiology,deep learning,machine learning,valvular disease",10.3390/diagnostics14111103,misc,Stamate2024,2024,14,Multidisciplinary Digital Publishing Institute (MDPI),6,Diagnostics,20754418,"Elena Stamate,Alin Ionut Piraianu,Oana Roxana Ciobotaru,Rodica Crassas,Oana Duca,Ana Fulga,Ionica Grigore,Vlad Vintila,Iuliu Fulga,Octavian Catalin Ciobotaru","Background: Artificial intelligence (AI) can radically change almost every aspect of the human experience. In the medical field, there are numerous applications of AI and subsequently, in a relatively short time, significant progress has been made. Cardiology is not immune to this trend, this fact being supported by the exponential increase in the number of publications in which the algorithms play an important role in data analysis, pattern discovery, identification of anomalies, and therapeutic decision making. Furthermore, with technological development, there have appeared new models of machine learning (ML) and deep learning (DP) that are capable of exploring various applications of AI in cardiology, including areas such as prevention, cardiovascular imaging, electrophysiology, interventional cardiology, and many others. In this sense, the present article aims to provide a general vision of the current state of AI use in cardiology. Results: We identified and included a subset of 200 papers directly relevant to the current research covering a wide range of applications. Thus, this paper presents AI applications in cardiovascular imaging, arithmology, clinical or emergency cardiology, cardiovascular prevention, and interventional procedures in a summarized manner. Recent studies from the highly scientific literature demonstrate the feasibility and advantages of using AI in different branches of cardiology. Conclusions: The integration of AI in cardiology offers promising perspectives for increasing accuracy by decreasing the error rate and increasing efficiency in cardiovascular practice. From predicting the risk of sudden death or the ability to respond to cardiac resynchronization therapy to the diagnosis of pulmonary embolism or the early detection of valvular diseases, AI algorithms have shown their potential to mitigate human error and provide feasible solutions. At the same time, limits imposed by the small samples studied are highlighted alongside the challenges presented by ethical implementation; these relate to legal implications regarding responsibility and decision making processes, ensuring patient confidentiality and data security. All these constitute future research directions that will allow the integration of AI in the progress of cardiology.",11,,,57,,,,Revolutionizing Cardiology through Artificial Intelligence—Big Data from Proactive Prevention to Precise Diagnostics and Cutting-Edge Treatment—A Comprehensive Review of the Past 5 Years,,R
https://www.nature.com/articles/s41598-025-93560-x.pdf,Stages prediction of Alzheimer’s disease with shallow 2D and 3D CNNs from intelligently selected neuroimaging data,,https://doi.org/10.1038/s41598-025-93560-x,article,shallow2Dand3DCNNs2025,2025,,,,Scientific Reports,,"Jalees ur Rahman,Muhammad Hanif,Obaid ur Rehman,Usman Haider,Saeed Mian Qaisar,Paweł Pławiak","Detection of Alzheimer’s Disease (AD) is critical for successful diagnosis and treatment, involving the  common practice of screening for Mild Cognitive Impairment (MCI). However, the progressive nature  of AD makes it challenging to identify its causal factors. Modern diagnostic workflows for AD use  cognitive tests, neurological examinations, and biomarker-based methods, e.g., cerebrospinal fluid  (CSF) analysis and positron emission tomography (PET) imaging. While these methods are effective,  non-invasive imaging techniques like Magnetic Resonance Imaging (MRI) are gaining importance. Deep  Learning (DL) approaches for evaluating alterations in brain structure have focused on combining MRI  and Convolutional Neural Networks (CNNs) within the spatial architecture of DL. This combination  has garnered significant research interest due to its remarkable effectiveness in automating feature  extraction across various multilayer perceptron models. Despite this, MRI’s noisy and multidimensional  nature requires an intelligent preprocessing pipeline for effective disease prediction. Our study aims  to detect different stages of AD from the multidimensional neuroimaging data obtained through  MRI scans using 2D and 3D CNN architectures. The proposed preprocessing pipeline comprises  skull stripping, spatial normalization, and smoothing. It is followed by a novel and efficient pixel  count-based frame selection and cropping approach, which renders a notable dimension reduction.  Furthermore, the learnable resizer method is applied to enhance the image quality while resizing the  data. Finally, the proposed shallow 2D and 3D CNN architectures extract spatio-temporal attributes  from the segmented MRI data. Furthermore, we merged both the CNNs for further comparative  analysis. Notably, 2D CNN achieved a maximum accuracy of 93%, while 3D CNN reported the highest  accuracy of 96.5%.",,,,58,,,,Stages prediction of Alzheimer’s disease with shallow 2D and 3D CNNs from intelligently selected neuroimaging data,,S
https://doi.org/10.1007/s00330-022-08629-2,State-of-the-art myocardial strain by CMR feature tracking: clinical applications and future perspectives,"Cardiovascular diseases,Diagnosis,Magnetic resonance imaging,Prognosis,Strain",10.1007/s00330-022-08629-2/Published,article,Xu2022,2022,,,,,,"Jing Xu,Wenjing Yang,Shihua Zhao,Minjie Lu","Based on conventional cine sequences of cardiac magnetic resonance (CMR), feature tracking (FT) is an emerging tissue tracking technique that evaluates myocardial motion and deformation quantitatively by strain, strain rate, torsion, and dyssynchrony. It has been widely accepted in modern literature that strain analysis can offer incremental information in addition to classic global and segmental functional analysis. Furthermore, CMR-FT facilitates measurement of all cardiac chambers, including the relatively thin-walled atria and the right ventricle, which has been a difficult measurement to obtain with the reference standard technique of myocardial tagging. CMR-FT objectively quantifies cardiovascular impairment and characterizes myocardial function in a novel way through direct assessment of myocardial fiber deformation. The purpose of this review is to discuss the current status of clinical applications of myocardial strain by CMR-FT in a variety of cardiovascular diseases. Key Points • CMR-FT is of great value for differential diagnosis and provides incremental value for evaluating the progression and severity of diseases. • CMR-FT guides the early diagnosis of various cardiovascular diseases and provides the possibility for the early detection of myocardial impairment and additional information regarding subclinical cardiac abnormalities. • Direct assessment of myocardial fiber deformation using CMR-FT has the potential to provide prognostic information incremental to common clinical and CMR risk factors.",,,,59,,,,State-of-the-art myocardial strain by CMR feature tracking: clinical applications and future perspectives,,S
,Stepwise approach for diagnosis and management of Takotsubo syndrome with cardiac imaging tools,"Cardiac magnetic resonance,Coronary computed tomography,Echocardiography,Multimodality imaging,Nuclear imaging,Stress cardiomyopathy,Takotsubo syndrome",10.1007/s10741-021-10205-7,misc,Santoro2022,2022,27,Springer,3,Heart Failure Reviews,15737322,"Francesco Santoro,Adriana Mallardi,Alessandra Leopizzi,Enrica Vitale,Thomas Stiermaier,Paolo Trambaiolo,Matteo Di Biase,Ingo Eitel,Natale Daniele Brunetti","Takotsubo syndrome is featured by transient left ventricle dysfunction in the absence of significant coronary artery disease, mainly triggered by emotional or physical stress. Its clinical presentation is similar to acute coronary syndrome; therefore, cardiac imaging tools have a crucial role. Coronary angiography is mandatory for exclusion of pathological stenosis. On the other side, transthoracic echocardiography is the first non-invasive imaging modality for an early evaluation of left ventricle systolic and diastolic function. Left ventricle morphologic patterns could be identified according to the localization of wall motion abnormalities. Moreover, an early identification of potential mechanical and electrical complications such as left ventricle outflow tract obstruction, mitral regurgitation, thrombus formation, right ventricular involvement, cardiac rupture, and cardiac rhythm disorders could provide additional information for clinical management and therapy. Because of the dynamic evolution of the syndrome, comprehensive serial echocardiographic examinations should be systematically performed. Advanced techniques, including speckle-tracking echocardiography, cardiac magnetic resonance, and nuclear imaging can provide mechanistic and pathophysiologic insights into this syndrome. This review focuses on these aspects and provide a stepwise approach of all cardiac imaging tools for the diagnosis and the management of Takotsubo syndrome.",2,545-558,35040000,60,,,,Stepwise approach for diagnosis and management of Takotsubo syndrome with cardiac imaging tools,,S
,Strain imaging using cardiac magnetic resonance,"CMR tagging,Cardiovascular magnetic resonance,Feature tracking,Myocardial deformation imaging,Myocardial strain",10.1007/s10741-017-9621-8,misc,Scatteia2017,2017,22,Springer New York LLC,7,Heart Failure Reviews,15737322,"A. Scatteia,A. Baritussio,C. Bucciarelli-Ducci","The objective assessments of left ventricular (LV) and right ventricular (RV) ejection fractions (EFs) are the main important tasks of routine cardiovascular magnetic resonance (CMR). Over the years, CMR has emerged as the reference standard for the evaluation of biventricular morphology and function. However, changes in EF may occur in the late stages of the majority of cardiac diseases, and being a measure of global function, it has limited sensitivity for identifying regional myocardial impairment. On the other hand, current wall motion evaluation is done on a subjective basis and subjective, qualitative analysis has a substantial error rate. In an attempt to better quantify global and regional LV function; several techniques, to assess myocardial deformation, have been developed, over the past years. The aim of this review is to provide a comprehensive compendium of all the CMR techniques to assess myocardial deformation parameters as well as the application in different clinical scenarios.",4,465-476,28620745,61,,,,Strain imaging using cardiac magnetic resonance,,S
,Systematic review of cardiovascular magnetic resonance imaging T1 and T2 mapping in patients with Takotsubo syndrome,"CMR,Myocardial deformation,Prognosis,T1 and T2 mapping,Takotsubo",10.1016/j.heliyon.2024.e29755,article,Humayra2024,2024,10,Elsevier Ltd,5,Heliyon,24058440,"Syeda Humayra,Noorazrul Yahya,Chai Jia Ning,Imtiyaz Ali Mir,Abdul Latiff Mohamed,Hanani Abdul Manan","Background: Current imaging advancements quantify the use of cardiovascular magnetic resonance (CMR) derived T1 and T2 tissue characterization as robust indicators for cardiomyopathies, but limited literature exists on its clinical application in Takotsubo syndrome (TTS). This systematic review evaluated the T1 and T2 parametric mapping to delineate the current diagnostic and prognostic CMR imaging outcomes in TTS. Methods: A comprehensive literature search until October 2023 was performed on ScienceDirect, PubMed, Web of Science, and Cochrane Library by two independent reviewers adhering to the PRISMA framework. The Newcastle-Ottawa Scale (NOS) was used to evaluate the methodological quality of studies. Results: Out of 198 results, 8 studies were included in this qualitative synthesis, accounting for a total population of 399 subjects (TTS = 201, controls = 175, acute myocarditis = 14, and acute regional myocardial oedema without infarction = 9). Approximately 50.4 % were TTS patients aged between 61 and 73 years, whereof, females (n = 181, 90.0 %) and apical variants (n = 180, 89.6 %) were significantly higher, and emotional stressor (n = 42; 20.9 %) was more prevalent than physical (n = 27; 13.4 %). The NOS identified 62.5 % of studies as moderate and 37.5 % as high quality. Parametric tissue mapping revealed significantly prolonged T1 and T2 relaxation times at 1.5T and 3T respectively in TTS (1053–1164 msec, 1292–1438 msec; and 56–67 msec, 60–90 msec) with higher extracellular volume (ECV) fraction (29–36 %), compared to healthy subjects (944–1211 msec, 1189–1251 msec; and 46–54 msec, 32–68 msec; 23–29 %) and myocarditis (1058 msec, 60 msec). Other significant myocardial abnormalities included increased left ventricular (LV) end-systolic and diastolic volume and reduced global longitudinal strain. Overall, myocardial oedema, altered LV mass and strain, and worse LV systolic function, with higher native T1, T2, and ECV values were consistent. Conclusions: Future research with substantially larger clinical trials is vital to explore the CMR imaging findings in diverse TTS patient cohorts and correlate the T1 and T2 mapping outcomes with demographic/clinical covariates. CMR is a valuable imaging tool for TTS diagnosis and prognostication. T1 and T2 parametric mapping facilitates the quantification of oedema, inflammation, and myocardial injury in Takotsubo.",9,,,62,,,,Systematic review of cardiovascular magnetic resonance imaging T1 and T2 mapping in patients with Takotsubo syndrome,,S
,Takotsubo Cardiomyopathy: A Brief Review,"Takotsubo,cardiomyopathy,reversible",10.25122/jml-2018-0067,article,Amin2020,2020,13,Carol Davila University Press,,Journal of Medicine and Life,18443117,"Hilman Zulkifli Amin,Lukman Zulkifli Amin,Ariel Pradipta","Takotsubo cardiomyopathy is a reversible cardiomyopathy with a unique morphological feature of the left ventricle characterized by an apical ballooning appearance known for approximately known 25 years. Catecholamine drive plays an essential role in the pathogene-sis and pathophysiology of Takotsubo cardiomyopathy; hence, it is also called stress cardiomyopathy. Physical stress could also have an impact and leads to a greater variety of characteristics in Takotsubo cardiomyopathy. Supportive and symptomatic medication remains the mainstay therapy with priority to improving the function of the left ventricle for several days and full recovery in 3-4 weeks. Due to its similarity with myocardial infarction, Takotsubo cardiomyopathy requires careful diagnosis and management for the best possible outcome.",1,3-7,32341693,63,,,,Takotsubo Cardiomyopathy: A Brief Review,,T
https://www.radiologycases.com/index.php/radiologycases/article/view/4138,Takotsubo Cardiomyopathy: Role of Cardiac MRI,,https://doi.org/10.3941/jrcr.v15i6.4138,article,roleOfMRI2021,2021,15,,,Radiology Case Reports,,"Selvakumar Subbaraman,Seena Cheppala Rajan,Saveetha veeraiyan,Paarthipan Natarajan","We present a case of Takotsubo Cardiomyopathy (TC) which is a non ischemic cardiomyopathy. It is stress related and also known as broken heart syndrome. The patient presented to our emergency department with symptoms of chest pain and breathlessness. The patient was diagnosed as acute coronary syndrome and various tests including ECG, Screening ECHO, Coronary CT and Cardiac Magnetic Resonance (CMR) were done before arriving at the diagnosis of TC. Currently CMR is the modality of choice as it detects the wall motion abnormalities (WMA), presence of wall edema and late gadolinium enhancement (LGE) characteristics can be well appreciated. No intervention was done and the case was managed medically.",,,,64,,,,Takotsubo Cardiomyopathy: Role of Cardiac MRI,,T
,Takotsubo pathophysiology and complications: what we know and what we do not know,"Acute coronary syndrome,Congestive heart failure,Myocardial infarction,Stress cardiomyopathy,Takotsubo",10.1007/s10741-023-10381-8,misc,Shadmand2024,2024,29,Springer,3,Heart Failure Reviews,15737322,"Mehdi Shadmand,Jacob Lautze,Ali Mehdirad MD","Takotsubo cardiomyopathy or stress cardiomyopathy (SCM), was first described in 1990 and initially, it was thought to be only associated with short-term complications and mortality with a benign long-term prognosis comparable to a healthy population. However recent investigations have proven otherwise and have shown SCM patients might have comparable long-term morbidity and mortality to ST-elevation myocardial infarction (STEMI) patients. Many emotional, or physical stressors can trigger SCM, and have been able to describe an interplay of neurohormonal and inflammatory mechanisms as the pathophysiology of this disease. Additionally, given the significantly higher prevalence of SCM in post-menopausal women, estrogen levels have been thought to play a role in the pathogenesis of this disease. Furthermore, there is an elusive disparity in prognosis depending upon different triggers. Currently, many questions remain unanswered regarding the long-term management of these patients to reduce morbidity, mortality, and improve quality of life, such as the need for long-term anticoagulation. In this paper, we review the findings of most recent published investigations regarding etiologies, pathophysiology, diagnostic criteria, prognosis, short-term and in more detail, long-term complications of SCM. Finally, we will discuss what future research is needed to learn more about this disease to improve the long-term prognosis, even though as of now, data for long-term management is still lacking.",2,497-510,38150119,65,,,,Takotsubo pathophysiology and complications: what we know and what we do not know,,T
,Takotsubo syndrome,"Apical ballooning syndrome,Left ventricular failure (LVF),Regional wall motion abnormalities (RWMA)",10.1016/j.ihj.2017.09.005,misc,Gupta2018,2018,70,Elsevier B.V.,1,Indian Heart Journal,00194832,"Sanjiv Gupta,Madan Mohan Gupta",Takotsubo syndrome is a reversible acute heart failure frequently precipitated by an emotional or physical stress. The clinical presentation resembles acute coronary syndrome. Pathogenesis is complex and may involve brain-heart axis and neuro-hormonal stunning of the myocardium. Coronary angiography reveals normal epicardial arteries with no obstruction or spasm. NT-ProBNP maybe remarkably elevated. Regional wall motion akinesia (RWMA) of left ventricle extends beyond the territory of one coronary artery. Reduced left ventricle ejection fraction (LVEF) and RWMA recover in 6–12 weeks. Prognosis is generally good. Recent meta-analysis shows in-hospital mortality of 1–4.5% and recurrence rate of 5–10% during five year follow-up.,1,165-174,29455773,66,,,,Takotsubo syndrome,,T
